"Jack Links Jack Link's Beef Jerky, Sweet & Hot, 9 Oz (Pack of 2)",20,GOOD SOURCE OF PROTEIN. MADE WITH 100% PREMIUM BEEF. FULL ON FLAVOR. PERFECT EVERYDAY SNACK.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9414991892118696, 0.0, 0.0, 0.0, 0.0]",2,/img/products/h011.jpg
"Jack Link  s Premium Cuts Beef Steak, Teriyaki, Great Protein Snack with 9g of Protein and 9g of Carbs per Serving, Made with 100% Premium Beef, 1 Ounce (Pack of 12)",16,FULL OF FLAVOR. MADE WITH 100% PREMIUM BEEF. EXCELLENT SOURCE OF PROTEIN. READY-TO-EAT BIG PACKS.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.482590641588402, 0.0, 0.0, 0.0, 0.0]",2,/img/products/h012.jpg
"Longevity Dehydrated Sea Grapes, 4.23 oz of 6 packs, - Umibudo Green Caviar, Lato Seaweed, Precious Gift From The Sea | Enhance Health, Weight Loss, Boosting Immune System.",20,"Longevity Dehydrated Sea Grapes, 4.23 oz of 6 packs, - Umibudo Green Caviar, Lato Seaweed, Precious Gift From The Sea | Enhance Health, Weight Loss, Boosting Immune System.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8333333333333333, 0.0, 0.0, 0.0, 0.0]",7,/img/products/h013.jpg
"Bekind Good Vibes 6 Scented Candles Set - Scented Candles for Home, Relaxing Stress Relief, Aromatherapy - Natural Soy Wax and Fragrance - Gifts for Women, Mom, Best Friend, Wife, Birthday",23,"Bekind Good Vibes 6 Scented Candles Set - Scented Candles for Home, Relaxing Stress Relief, Aromatherapy - Natural Soy Wax and Fragrance - Gifts for Women, Mom, Best Friend, Wife, Birthday","[0.0, 2.6666666666666665, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5,/img/products/h014.jpg
"Aglary Scented Candles Gifts Sets for Women-Rose, Lavender, Jasmine and Ocean Breeze, Soy Wax Travel Tin Aromatherapy Candle Gift Set for Christmas, Birthday,Valentine  s Day",20,"Aglary Scented Candles Gifts Sets for Women-Rose, Lavender, Jasmine and Ocean Breeze, Soy Wax Travel Tin Aromatherapy Candle Gift Set for Christmas, Birthday,Valentine  s Day","[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",5,/img/products/h015.jpg
"Sweetest Taboo Deluxe Scented Candle, Luxury Hotel Inspired Big Candle with Hints of Decadent Citrus, Juicy Berries, and Floral Peony, Long Lasting 300 Hour Burn Time, 55oz Black",100,"Sweetest Taboo Deluxe Scented Candle, Luxury Hotel Inspired Big Candle with Hints of Decadent Citrus, Juicy Berries, and Floral Peony, Long Lasting 300 Hour Burn Time, 55oz Black","[0.0, 0.0, 0.0, 0.0, 0.0, 2.6666666666666665, 0.0, 0.0, 1.0, 0.0, 0.0]",5,/img/products/h016.jpg
"VINCIGANT Black Candle Holders for Taper Candles with Handle, Retro Iron Candlestick Holders for Dhristmas, Home Decor, Holiday Centerpieces,Pack of 4",20,"VINCIGANT Black Candle Holders for Taper Candles with Handle, Retro Iron Candlestick Holders for Dhristmas, Home Decor, Holiday Centerpieces,Pack of 4","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5,/img/products/h017.jpg
Oflamn Duffle Bag Canvas Leather Weekender Overnight Travel Carry On Tote Bag with Shoe Compartment and Toiletry Bag (Blue White Dots),60,Oflamn Duffle Bag Canvas Leather Weekender Overnight Travel Carry On Tote Bag with Shoe Compartment and Toiletry Bag (Blue White Dots),"[0.0, 0.0, 1.7454545454545456, 1.7454545454545456, 0.0, 0.0, 0.0, 1.7454545454545456, 0.0, 1.0, 0.0]",35,/img/products/h018.jpg
"TURNER Certified Raw New Zealand Manuka Honey with UAF1000+ (8.8oz/250g) 1000x More Power, Greatest Gift to Support Everyday Wellness, Natural Probiotic, Prebiotic, Antioxidant Superfood, 1 Jar",40,"TURNER Certified Raw New Zealand Manuka Honey with UAF1000+ (8.8oz/250g) 1000x More Power, Greatest Gift to Support Everyday Wellness, Natural Probiotic, Prebiotic, Antioxidant Superfood, 1 Jar","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8333333333333333, 0.0, 0.0, 0.0, 0.0]",14,/img/products/h019.jpg
Cestina Women Ladies Big Canvas Cute Weekender Overnight Travel Tote Duffel Carry On Bag Gym Bag (Green),36,"Made of durable and soft canvas, PU leather,smooth zippers,it is perferct for anyone looking for pack two to three days worth of clothing, towels, gifts, make up, hair accessories, etc. a weekender bag or a cute carry-on duffel. You can get this spacious bag as perfect gift for Girl friend, Mom, Wife for Mother's day, Valentine's day, Christmas, Birthday or other Festival. She will absolutely in love with it!","[0.0, 4.835071050145663, 6.773240841622859, 4.922662291021563, 0.0, 2.283333333333333, 0.0, 4.835071050145663, 0.0, 2.283333333333333, 0.0]",14,/img/products/h020.jpg
"Weekender Bag, BAGSMART Carry On Bag Travel Duffle Bag Large Overnight Bag for Women, Dusty Pink",40,"Compact Sizes- 17.7 x 7.9 x 11.8 inch, meets most international carry-on requirements; Large capacity is big enough to store all your personal items. Travel-friendly Design- opens down the middle like a suitcase for easy packing and TSA checkpoint; Back RFID blocking pocket to protect against unwanted scans. It makes a great choice to be used in various ways and places, suitable for travel, business trips, gym, commuting, outdoor activities, universities, offices, excursions.","[0.0, 2.7178571428571425, 4.161345240362195, 4.161345240362195, 0.0, 0.0, 0.0, 4.161345240362195, 0.0, 4.037515453128131, 0.0]",14,/img/products/h021.jpg
"FreshJax Handcrafted Organic Grilling Spice Gift Set for Pork: Sriracha Sea Salt, Rosy Cheeks BBQ Spice and Bold Bayou Cajun Seasoning (3 pack)",35,"SRIRACHA will enthuse pork burgers, pork lettuce wraps, and roasted veggies with its spicy and sweet flavor. ROSY CHEEKS gives a tantalizing southern flavor to ribs, pulled pork and baked beans. BOLD BAYOU will take your taste buds on a tour of the Big Easy  s favorite Cajun pork stew recipes. CERTIFIED ORGANIC by Americert International, CERTIFIED KOSHER by Gesher K, Gluten-free, Non-GMO, Non-Irradiated, No Artificial Flavors.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.534009944755246, 0.0, 0.0, 0.0, 0.0]",3,/img/products/h022.jpg
Michael Kors Men's Slim Runway Stainless Steel Quartz Watch,144,Michael Kors Men's Slim Runway Stainless Steel Quartz Watch,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",13,/img/products/h023.jpg
Mens Analog Digital LED 50M Waterproof Outdoor Sport Watch Military Multifunction Casual Dual Display 12H/24H Stopwatch Calendar Wrist Watch,26,"Multi-function sports watch: with stopwatch, dual-time display, independent alarm, 12/24H time, calendar, LED backlight, waterproof, shockproof and other functions. These features make it the perfect choice for all kinds of outdoor sports and everyday use. High-quality materials: The soft PU rubber band makes it comfortable to wear, and the durable plastic casing and mineral glass mirrors are extremely resistant to pressure and can be used in any environment.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.043600843600844, 0.0]",21,/img/products/h024.jpg
"Black Lacquer Rollerball Pen Scriveiner - Stunning Luxury Pen with 24K Gold Finish, Schmidt Ink Refill, Best Roller Ball Pen Gift Set for Men & Women, Professional, Executive Office, Nice Pens",30,ENJOY THE FEEL OF A TRUE LUXURY PEN IN YOUR HAND  C Stunning luxury rollerball pen by Scriveiner. Brass with jet-black lacquer finished in 24 karat gold. Premium quality and understated luxury from a boutique British brand.TRANSCRIBE YOUR THOUGHTS EFFORTLESSLY  C We use the Schmidt liquid ink system from Germany which allows your pen to glide smoothly across any type of paper. This combines the ink feel of a fountain pen with the convenience of a ballpoint and gives a superior writing action to gel ink pens. Perfectly weighted and balanced for your writing comfort  C this is a luxury pen designed for those who love to write every day.,"[2.7178571428571425, 2.7178571428571425, 0.0, 0.0, 0.0, 2.7178571428571425, 0.0, 0.0, 4.160266648802297, 0.0, 4.139248920814071]",21,/img/products/h025.jpg
"Silver Chrome Fountain Pen Scriveiner - Stunning Luxury Pen with 24K Gold Finish, Schmidt 18K Gilded Nib (Medium), Best Pen Gift Set for Men & Women, Professional, Executive Office, Nice Pens",47,ENJOY THE FEEL OF A TRUE LUXURY PEN IN YOUR HAND  C Stunning luxury rollerball pen by Scriveiner. Brass with jet-black lacquer finished in 24 karat gold. Premium quality and understated luxury from a boutique British brand.TRANSCRIBE YOUR THOUGHTS EFFORTLESSLY  C We use the Schmidt liquid ink system from Germany which allows your pen to glide smoothly across any type of paper. This combines the ink feel of a fountain pen with the convenience of a ballpoint and gives a superior writing action to gel ink pens. Perfectly weighted and balanced for your writing comfort  C this is a luxury pen designed for those who love to write every day.,"[2.7178571428571425, 2.7178571428571425, 0.0, 0.0, 0.0, 2.7178571428571425, 0.0, 0.0, 4.160266648802297, 0.0, 4.139248920814071]",21,/img/products/h026.jpg
"2.0 ct Brilliant Heart Cut Stunning Genuine Natural London Blue Topaz Ideal VVS1 D Solitaire Pendant Necklace With 16"" Gold Chain Box Birthstone Solid 14k Yellow Gold Clara Pucci",316,Highest quality Genuine Clarity VVS1 Color D Ideal cut stunning Flawless Center Stones. Solid premium 14k stamped gold.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.922662291021563, 0.0, 0.0]",15,/img/products/h027.jpg
Jewelry Necklaces Hand Polished Link Necklaces 14k White Gold 13.4mm Hand-polished Rounded Curb Link Chain,328,Solid Casted Polished 14K White gold Avail. in 10k yellow gold Avail. in 18k yellow gold Avail. in 14k yellow gold Special lengths avail. Heavy duty box Avail. in 10k white gold Avail. in 18k white gold Avail. in 14k rose gold,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.993079867060685, 0.0, 0.0]",15,/img/products/h028.jpg
"Gifts For Grandma - Grandma Birthday Gifts - Best Grandma Gifts For Grandmother, New Grandma, First Time Grandma, Gigi, Mimi, Grammy From Grandchildren, Granddaughter, Grandkids - 12 Oz Wine Tumbler",20,"A LOVELY PRESENT - Paint a wide smile on your grandmother's face with this tumbler. Made with attention to detail, this durable wine tumbler offers value for your money. The topnotch quality of this tumbler makes it an impressive gift whatever the occasion. FUN, WITTY DESIGN - Poke fun and laugh with your nana with this wine tumbler! Perfect gifts ideal for grandmother, new grandma, first time grandma, gigi, mimi, grammy. DOUBLE WALL VACUUM INSULATION - We use double-wall insulation to help retain hot and cold liquid temperatures, which makes our wine tumbler also great for water, coffee, cola, beer, juice, tea, ice cream, cocktails and more BPA FREE AND DURABLE - These tumblers also come with a convenient reusable drink straw, straw cleaning brush, and BPA-free drink lid. Crafted with 18/8 food grade stainless steel these tumblers are durable, unbreakable, sweat proof, rust resistant and perfect for backyard barbecues, hanging out at the pool, or enjoying a hot day at the beach with friends. GIFTS FOR GRANDMA, GRANDMA BIRTHDAY GIFTS - Complete with a convenient gift giving box these drink cups make a fun and personal gift choice for birthdays, holidays, Christmas or just because.","[0.0, 0.0, 4.602779751370409, 2.828968253968254, 9.226682086471111, 0.0, 4.043484329165354, 0.0, 0.0, 0.0, 0.0]",5,/img/products/y001.jpg
"Gifts for Grandma - Grandma Gifts Set Includes Sterling Silver Necklace  Earrings, Pink Marble Jewelry Trays,Pink Marble Mug, Scented Candle and Flower  C Best Mother's Day Birthday Gift Set",47,"GRANDMA GIFTS SET PACK -'Best Gandma Ever' Pink Marble Mug and a gold spoon, Pink Marble Jewelry Trays with 925 sterling silver necklace and a pair of Earrings,a scented candle and a bunch of carnations. Packaged with CUTE box and gift card. MOTHERS DAY GIFTS FOR NANA-Perfect gift for the fabulous people in your life! Individually gift boxed that is sure to bring a smile. BEST GRANDMA GIFT IDEAS-All the gifts are beautifully assorted, your grandma will love it. Heavy box with very cute and great presentation. NANA GIFTS SET READY-Our gifts box is designed to provide the best experience. No need to repackage. THE BEST VALUE-If any other issue, Please feel free to contact us for solution, we  ll reply you in 24 hours, we will try our 200% effort to make you 100% satisfy. SO HURRY UP! BUY NOW!","[0.0, 2.9289682539682538, 2.9289682539682538, 0.0, 3.9510917249349076, 6.067779543634878, 0.0, 0.0, 4.0406888720904135, 0.0, 0.0]",7,/img/products/y002.jpg
Best Gift Grandma I Love You More Than The Stars in The Sky You Mean The World to Me Blessing Cotton Linen Throw Pillow Case Cushion Cover Home Office Decorative Square 18,9,"1  Best Gifts Grandma I Love You More Than The Stars In The Sky You Mean The World To Me Blessing. 2  Measures 18 inches square, 45 x 45 cm  1-2cm deviation is allowed, because of manual measurement. 3  This cushion cover has an invisible zipper, Safe to machine wash. Print just On ONE side. 4  Durable and environmentally friendly Cotton linen Materials.QTY:1 Piece (not include filler,only the pillowcase) weight:120g. 5  i have a factory ,I have a variety of styles, can provide custom","[0.0, 0.0, 0.0, 0.0, 3.103210678210678, 3.103210678210678, 0.0, 0.0, 0.0, 0.0, 2.7178571428571425]",3,/img/products/y003.jpg
"Gifts for Grandpa - ""Grandpa Juice"" - 11oz Funny Whiskey/Cocktail Glass- Idea From Daughter, Fathers Day, Papa, New, For Birthday, Grandson, Granddaughter, Grandkids",16,"Gifts for Grandpa - 'Grandpa Juice' - 11oz Funny Whiskey/Cocktail Glass- Gift idea From Son, Daughter, New, For Birthday, Grandson, Granddaughter. THICK heavy base for a balanced grip QUALITY product made from the highest standard glass material in the U.S.A. MODERN/SLEEK cylindrical glass design. PERMANENT writing that will not fade or peel GUARANTEED","[0.0, 0.0, 4.361749155557204, 0.0, 4.361749155557204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15,/img/products/y004.jpg
Lastsummer You are My Sunshine Music Box  C Gift for Grandpa  C 1 Set  Black  ,13,"NOVEL DESIGN: This Delicate Laser Engraved Music Box is made of Natural Wood, No harmful substance, Odorless, it will be the perfect gift for Birthday, Graduation, Anniversary, Holiday, Valentine  s Day, Christmas, New year, Thanksgiving Day, Black Friday, Father  s Day, Mother  s Day... PERFECT SIZE: The Music Box Measuring: 2.55'  2.16'  1.57' and 1 Music Box each package, you can easily hold this Cute and Tiny Music box in your Palm, It  s a great gift for your son, daughter, grandkids, niece, nephew, grandparent, aunt, uncle, mom, dad, sister, brother. EASY OPERATE: No Battery, all you have to do is Keep cranking the handle to play the Music and the beautiful melody 'You Are My Sunshine' will come out. MEMORABLE GIFT: The Clear and Meaningful Message was engraved on the music box:   I LOVE YOU More Than The Stars In The Sky, More Than The Trees In The Forest. Grandpa, You Mean The World To Me.  ","[3.103210678210678, 3.103210678210678, 3.103210678210678, 12.607117796544768, 3.4951080781963135, 3.103210678210678, 0.0, 0.0, 0.0, 12.607117796544768, 0.0]",7,/img/products/y005.jpg
Grandpa Handmade Glass Cross: Sentimental Gift for Grandpa,18,"Uniquely handmade in the USA 4' Blue Glass Cross Loving Grandpa sentiment printed of 100# gloss paper for keeping. Packaged in 5.5'x5.5' White Gift Box with Clear Lid Great idea for Grandpa's birthday, Christmas, or any day you are thinking of him. Proudly display on ornament stand, knob, mirror or tree. Perfect for year round giving as a gift for grandpa from a grandson, granddaughter or grandchildren. All crosses are individually made and no two will be alike, just like Grandpas!","[0.0, 0.0, 2.7178571428571425, 0.0, 4.161345240362195, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7,/img/products/y006.jpg
Fandom Emporium Millenium Falcon Ornament Gift Christmas Tree Winter Holiday Fandom Teen Adult Present Fan Pendant Durable,6,"An absolutely gorgeous, beautifully crafted ornament, designed by us, for you! The holiday season is all about showing appreciation for what you love, displaying your love and care for the world, and what better way to do that than an ornament like this? While glass and ceramic ornaments are all lovely, they're also extremely fragile and breakable, leaving their lifetimes only as long as their handlers don't manage to trip while carrying them. That's why we make all our ornaments out of metal, leaving them durable and more than capable of handling being dropped a few times. They'll withstand the test of time, so you can have your peace of mind. This ornament makes for the perfect gift and a wonderful decoration. The super fan in your life- whether it's your sibling, parent, significant other, coworker, best friend, or even yourself- is sure to love it.","[0.0, 0.0, 2.5928571428571425, 2.5928571428571425, 0.0, 3.481230723085292, 0.0, 0.0, 2.5928571428571425, 0.0, 0.0]",3,/img/products/y007.jpg
Universe of Fandoms TV Movies Show Original Design Quality Anime Cosplay Superhero flash ring Gifts for Men Woman,15,"Great For Super hero TV Movies Show Original Design Quality Anime Cosplay Fans! We know you're a fan of Super hero TV Movies Show Original Design Quality Anime Cosplay, because we are too! And we absolutely love being able to show off our passion with flair and elegance. And when we struggled to find the right way to do so, we decided to just make the stuff ourself! That's why we're doing our best to help you flash your fandom pride with these gorgeous Ring! I deal Gift for Any Occasion! Struggling to find the perfect gift for a friend or loved one on a special day? Well worry not! These Ring are perfect for that fantastic fan in your life for every occasion Birthdays, Mother's Day, Valentine's Day, or even 'Just Because', it's always nice to receive a little special something, especially when the special something is something as special as one of these Ring! Quality Goods! All of our products are made while keeping you as our highest priority. That's why we make all our goods with a High Quality Alloy and gorgeous finish, all of it Hypoallergenic and Nickel Free! They'll last you years without tarnishing without any need for polishing or cleaning! Designed By Us,Packaged in a Free Gift Box! FREE SHIPPING!","[2.083333333333333, 2.45, 0.0, 2.083333333333333, 0.0, 2.083333333333333, 0.0, 2.45, 2.45, 0.0, 0.0]",3,/img/products/y008.jpg
Bitch Peas Journal Notebook: Funny Vegan Gift 100 Page College Ruled Diary Lined Journal Notebook Lined Notes Blank Paper Write Composition Back To School Gift Large (8.5 x 11 inch) ,9,"Funny Vegan Christmas Gift Ideas for Men WomenBe kind to every kind and reject animal cruelty! Perfect gift idea for vegan Christmas present, Thanksgiving present, anniversary present or birthday present with funny vegan vegetarian humor saying or food pun. Protest and march for animal rights.If you believe animals are friends and not food, this is for you. Designed for cow lover, pig lover, fish lovers, pet lover, vegan or friend who wants to proudly show their passion for vegetarianism, dieting, fitness, veganism, healthy eating and diet.Perfect gift idea for vegan Christmas present, Thanksgiving present, anniversary present or birthday present with funny vegan vegetarian humor saying or food pun. Protest and march for animal rights. If you believe animals are friends not food, this one is for you. Designed for animal lovers, pet lover, vegan or friend who wants to proudly show their passion for vegetarianism, dieting, fitness, veganism, healthy eating and animal rights. Be kind to every kind and reject animal cruelty!","[3.0198773448773446, 0.0, 4.796867458250107, 3.87684591074306, 0.0, 0.0, 5.325017303038948, 0.0, 0.0, 0.0, 3.0198773448773446]",3,/img/products/y009.jpg
"Ladytree S925 Sterling Silver Vegan Necklace Cubic Zirconia Green Symbol Necklace for Vegetarian Women,18 inches",29,"Both 'V'and Green Leaf are the official symbol of vegetarianism.The modern vegan can compliment their ethical and vegan lifestyle with it and also a perfect conversation starter Share this necklace with all of you fierce vegans out there! Show your love and admiration for these vegan friends who celebrate and respect all animals live free right. Material:925 Sterling Silver with White Cubic Zirconia, Tarnish Resistant, Nickel-free, Lead-free, Cadmium-free; Plating: Rhodium; Finish: High Polish. It Won't Change Color Or Get Dark. Pendant size: 0.91*0.72*0.13 inch; Chain length: 18 inch; Total weight: 2.08 g. Exquisite Gift Wrap: Comes with the charm gift box, perfect for any gift giving occasion, great graduation gift, birthday gift, congratulation gift, vocation gift, anniversary gift, wedding gift, business gift, Thanksgiving gift, Halloween gift, Valentine's day gift, Mother's day gift, Easter day gift ,Christmas gift for vegetarian, teens, girls, women, grandma, mother, daughter, niece, granddaughter, wife, girlfriend, lover, business partner.Suitable for any occasion, easy to match any clothes. Our product has strict quality inspection. Should you have quality problems, please kindly contact us any time, we will be glad to find a resolution for you.","[0.0, 7.685387584959464, 5.099082980885369, 3.318228993228993, 3.318228993228993, 3.318228993228993, 7.775667605159343, 0.0, 7.685387584959464, 0.0, 0.0]",7,/img/products/y010.jpg
Plenty: Vibrant Vegetable Recipes from London's Ottolenghi,8,"A vegetarian cookbook from the author of Jerusalem A Cookbook  and other Ottolenghi cookbooks: A must-have collection of 120 vegetarian recipes from Yotam Ottolenghi featuring exciting flavors and fresh combinations that will become mainstays for readers and eaters looking for a brilliant take on vegetables. Mastering the art of French cooking the Yotam Ottolenghi way: One of the most exciting talents in the cooking world, Yotam Ottolenghi's food inspiration comes from his Cordon Bleu training, Mediterranean background, and his unapologetic love of ingredients. 'My approach can be the opposite to traditional French cooking, where everything is a little bit uniform and you work hard to process a sauce into the most fine and homogenous thing. I go the other way and use spices, herbs and other ingredients to create a sense of surprise.' Not a vegetarian himself, his approach to vegetable dishes is wholly original and innovative, based on freshness and seasonality, and drawn from the diverse food cultures represented in London. The Plenty cookbook: Plenty is the cookbook that launched Yotam Ottolenghi from a fabulous chef, London restaurant owner, and British newspaper columnist to an international food celebrity. In Plenty , Yotam puts a spotlight on vegetarian restaurant-caliber recipes that every home cook can make. A vibrant photo accompanies every recipe in this visually stunning Ottolenghi cookbook. Essential for meat-eaters and vegetarians alike! Plenty is an indispensable cookbook for every home library.","[0.0, 0.0, 0.0, 0.0, 0.0, 3.0198773448773446, 8.327142830984528, 0.0, 0.0, 0.0, 3.0198773448773446]",15,/img/products/y011.jpg
